형태소,품사,문어_횟수,문어_비율,문어_파일,문어_의미,구어_횟수,구어_의미,구어_파일,구어_의미,전체_횟수,전체_비율,전체_파일,전체_의미
이옇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자리,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
재싸,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
저깄,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
저랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
점쟎,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조옿,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
졸리,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
좋찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
준하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
증하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
지대,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
짓꿎,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짤루,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쨍하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쩌리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
참허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
코먹,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쿠리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쿨하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
키차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
탐하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
투텁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
틀지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
팬하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
펜허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
편ㅎ,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
편히,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
푸하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
풀죽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
한하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
헐허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
헤먹,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
혹하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
횅하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
횡하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
후허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흔ㅎ,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
희맑,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
힁하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
힘지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
힝하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가냐프,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가느랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가들지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가량맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가량없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가련하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가파롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
각별나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
간곳없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강강하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강단지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강팍하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강팔지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
개구지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
개운찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
개자하,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
갸날프,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
갸냘프,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
걀쪽하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거름지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거치르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거품지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
걸끄럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
검질기,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
게을르,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
고무맙,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고이하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
구성없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
군시럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
굴척지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
궁금쩍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
궁금하,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
궁벽지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
귀살적,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그러찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그릇되,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그만이,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그만하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
그으르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그침없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
기골차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
기분좋,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까리하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까슬하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
깜찍하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
꺼청하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꾀바르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
끌질기,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
낄따랗,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
나들하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
나아쁘,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
남짓하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
낯뜨겁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
내리덥,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
널럴하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
널푸르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
네모낳,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
노릇하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
누기차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
누우렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
느적이,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늘큰하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
능갈치,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다기차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다담지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다름읍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다채롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
단조롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
단출하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
댕그랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
댕그렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
더리적,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
덜큰하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
덜퍽지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
덩스럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
덩이지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
데설궂,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
데퉁맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뎅그렇,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
독살맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
돈바르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
동곳하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
동그맣,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
되다랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
되디되,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
두동지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
둥그랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
둥그럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뒤어나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
듣드르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
따사롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
땅땅하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
땡그랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
땡그렇,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
뚱그렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뜨아하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
매마르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
멀쓱하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
목석같,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몬생기,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몰캉하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몽총하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무안쩍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무엇하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
물렁하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
물매지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
물씬하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미련맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미씸쩍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미안쩍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미츨하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
반드럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
발록하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
배불르,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
버성기,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
벨스럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
변덕맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
변변하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
별시럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
보기좋,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
보다랍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
볼록하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
부족하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불리하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비뚜르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비슴하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
비슷하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비쩍하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빌척하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빠삭하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빠안하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빡빡하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뼈져리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뽀독하,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
뿌리깊,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
사각지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
살똥맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
살몃하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
살팍지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
새물나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
새촘하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
샛빨갛,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
샛푸르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
생퉁맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
서거프,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
서두르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
섬뜩하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
섬찟하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
성깔지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
성명없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
성큼하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
성화같,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
세상없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
소홀하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
스스럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
슴슴하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시그럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시꺼믛,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시누렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시디시,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시름겹,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시뻐겋,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시쁜하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시컴하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
심상찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싯벌겋,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싱검하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싱숭하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싸느랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싹수없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쌔까맣,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
쏜살같,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쓰고프,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쓸데웂,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씨꺼멓,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
씨식잖,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씨커멓,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
아깝잖,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아롱지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아름차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아쉽잖,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아쌀하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
안녕하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
안씨럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
암상궂,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
앙상궂,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
애바르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
야시럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얕디얕,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어더렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어떻하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어리궂,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어리셕,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어어리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어울리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어중띠,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얼빵지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얼큰하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
여벌나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
여유있,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
여의찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
역겨웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
연노랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
열퉁적,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
열퉁쩍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
영낙없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
예상찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
오닥지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
오목하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
오방지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
오죽하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
옳바르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
우람차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
웬간하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
위두하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
이르렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
이이렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
이지러,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
이채롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
입빠르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자그럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자다랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자발없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자살맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자알나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자유롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자잔하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
작다랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
잗다랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
잘룩하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
잘빠지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
재그럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
재미나,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
재미지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
재바르,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
쟁그럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
저저하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
전반같,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조요롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
종작없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
좋아하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
죄꼬맣,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
주착없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
즐거웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
즐기차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
지랄같,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
지랄맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
지릿하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
진푸르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
질악하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
징그랍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
징그랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짙노랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짙디짙,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짜아하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짜잔하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짧다랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짬짬하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
째그맣,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
쪼꼬마,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
쪼잖하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
쫀쫀하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찌릇하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찌릿하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
차가웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
참다랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찹찹하,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
추상같,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
치째지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
캄캄하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
컬컬하,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
쾌쾌하,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
퀘퀘묶,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
크낙하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
크다랗,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
크디크,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
큰일나,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
틉틉허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
퍼어렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
펀펀하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
펑퍼지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
포시럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
푼푼하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
품위있,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
하고프,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
하이하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
한갖지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
한스럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
할랑하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
해말갛,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
해망쩍,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
해이하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
햇갈리,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
허구허,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
허울좋,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
험상궃,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
